,index,agency_cd,site_no,station_nm,dec_lat_va,dec_long_va,coord_acy_cd,dec_coord_datum_cd,parameter_code
225,226,USGS,01118500,"PAWCATUCK RIVER AT WESTERLY, RI",41.38371065,-71.83312470,S,NAD83,00065
226,227,USGS,01118700,"WHITFORD BK AT OLD MYSTIC,CT.",41.39482097,-71.96062898,U,NAD83,00065
227,228,USGS,01119382,"WILLIMANTIC RIVER AT MERROW RD. NEAR MERROW, CT",41.82401110,-72.31284720,H,NAD83,00065
228,229,USGS,01119500,"WILLIMANTIC RIVER NEAR COVENTRY, CT",41.75065440,-72.26563469,U,NAD83,00065
229,230,USGS,01120790,"NATCHAUG RIVER AT MARCY RD. NEAR CHAPLIN, CT",41.81616944,-72.10616940,H,NAD83,00065
230,231,USGS,01121000,"MOUNT HOPE RIVER NEAR WARRENVILLE, CT",41.84370890,-72.16896620,U,NAD83,00065
231,232,USGS,01121330,"FENTON RIVER AT MANSFIELD, CT",41.83319444,-72.24278060,H,NAD83,00065
232,233,USGS,01122000,"NATCHAUG RIVER AT WILLIMANTIC, CT",41.72010000,-72.19557500,H,NAD83,00065
233,234,USGS,01122500,"SHETUCKET RIVER NEAR WILLIMANTIC, CT",41.70037644,-72.18202230,U,NAD83,00065
234,235,USGS,01123000,"LITTLE RIVER NEAR HANOVER, CT",41.67176510,-72.05229807,U,NAD83,00065
235,236,USGS,011230695,"SHETUCKET RIVER AT TAFTVILLE, CT",41.57000278,-72.04624440,H,NAD83,00065
236,237,USGS,01123360,"QUINEBAUG R BL E BRIMFIELD DAM AT FISKDALE, MA",42.10837500,-72.12613060,H,NAD83,00065
237,238,USGS,01123600,"QUINEBAUG R BL WESTVILLE DAM NR SOUTHBRIDGE, MA",42.08261944,-72.05838060,H,NAD83,00065
238,239,USGS,01124000,"QUINEBAUG RIVER AT QUINEBAUG, CT",42.02231890,-71.95562890,U,NAD83,00065
239,240,USGS,01124151,"QUINEBAUG RIVER AT WEST THOMPSON, CT",41.94356667,-71.89959720,H,NAD83,00065
240,241,USGS,01125100,"FRENCH RIVER AT NORTH GROSVENORDALE, CT",41.97846389,-71.90051389,H,NAD83,00065
241,242,USGS,01125490,"LITTLE RIVER AT HARRISVILLE, CT",41.92784444,-71.93000830,H,NAD83,00065
242,243,USGS,01125500,"QUINEBAUG RIVER AT PUTNAM, CT",41.90947500,-71.91386389,H,NAD83,00065
243,244,USGS,01127000,"QUINEBAUG RIVER AT JEWETT CITY, CT",41.59749167,-71.98409440,H,NAD83,00065
244,245,USGS,01127500,"YANTIC RIVER AT YANTIC, CT",41.55870940,-72.12146660,U,NAD83,00065
245,246,USGS,011277905,"LATIMER BROOK NR I-95N EXIT 75 NR FLANDERS, CT",41.36861110,-72.20222220,S,NAD83,00065
246,247,USGS,01129200,"CONNECTICUT R BELOW INDIAN STREAM NR PITTSBURG, NH",45.04032368,-71.44397040,S,NAD83,00065
247,248,USGS,01129500,"CONNECTICUT RIVER AT NORTH STRATFORD, NH",44.74977166,-71.63120018,S,NAD83,00065
248,249,USGS,01130000,"UPPER AMMONOOSUC RIVER NEAR GROVETON, NH",44.62505316,-71.46897210,S,NAD83,00065
249,250,USGS,01131500,"CONNECTICUT RIVER NEAR DALTON, NH",44.41005910,-71.72064380,S,NAD83,00065
250,251,USGS,01133000,"EAST BRANCH PASSUMPSIC RIVER NEAR EAST HAVEN, VT",44.63394195,-71.89759420,S,NAD83,00065
251,252,USGS,01134500,"MOOSE RIVER AT VICTORY, VT",44.51172310,-71.83731430,S,NAD83,00065
252,253,USGS,01135100,"POPE BROOK TRIBUTARY (W-9), NR NORTH DANVILLE, VT",44.49061087,-72.16176670,S,NAD83,00065
253,254,USGS,01135150,"POPE BROOK (SITE W-3) NEAR NORTH DANVILLE, VT",44.47616707,-72.12454310,S,NAD83,00065
254,255,USGS,01135300,"SLEEPERS RIVER (SITE W-5) NEAR ST. JOHNSBURY, VT",44.43533530,-72.03842899,S,NAD83,00065
255,256,USGS,01135500,"PASSUMPSIC RIVER AT PASSUMPSIC, VT",44.36561470,-72.03926130,S,NAD83,00065
256,257,USGS,01137500,"AMMONOOSUC RIVER AT BETHLEHEM JUNCTION, NH",44.26867410,-71.63036170,S,NAD83,00065
257,258,USGS,01138500,"CONNECTICUT RIVER AT WELLS RIVER, VT",44.15339689,-72.04175770,S,NAD83,00065
258,259,USGS,01139000,"WELLS RIVER AT WELLS RIVER, VT",44.15034130,-72.06509150,S,NAD83,00065
259,260,USGS,01139800,"EAST ORANGE BRANCH AT EAST ORANGE, VT",44.09284190,-72.33565327,S,NAD83,00065
260,261,USGS,01142500,"AYERS BROOK AT RANDOLPH, VT",43.93450969,-72.65788210,S,NAD83,00065
261,262,USGS,01144000,"WHITE RIVER AT WEST HARTFORD, VT",43.71423614,-72.41814900,S,NAD83,00065
262,263,USGS,01144500,"CONNECTICUT RIVER AT WEST LEBANON, NH",43.64618187,-72.31231340,S,NAD83,00065
263,264,USGS,01150900,"OTTAUQUECHEE RIVER NEAR WEST BRIDGEWATER, VT",43.62229069,-72.75898990,S,NAD83,00065
264,265,USGS,01151500,"OTTAUQUECHEE RIVER AT NORTH HARTLAND, VT",43.60257077,-72.35425819,S,NAD83,00065
265,266,USGS,01152010,"SUGAR RIVER 0.2 MI BELOW NH 11, AT SUNAPEE, NH",43.38646340,-72.09119690,S,NAD83,00065
266,267,USGS,01152500,"SUGAR RIVER AT WEST CLAREMONT, NH",43.38757327,-72.36203409,S,NAD83,00065
267,268,USGS,01153000,"BLACK RIVER AT NORTH SPRINGFIELD, VT",43.33340716,-72.51481258,S,NAD83,00065
268,269,USGS,01153550,WILLIAMS RIVER NEAR ROCKINGHAM VT,43.19174330,-72.48508889,S,NAD83,00065
269,270,USGS,01154500,"CONNECTICUT RIVER AT NORTH WALPOLE, NH",43.12618905,-72.43675490,S,NAD83,00065
270,271,USGS,01154950,"COLD RIVER AT HIGH STREET, AT ALSTEAD, NH",43.14944444,-72.36166670,S,NAD83,00065
271,272,USGS,01155500,"WEST RIVER AT JAMAICA, VT",43.10896650,-72.77537400,S,NAD83,00065
272,273,USGS,01157000,"ASHUELOT RIVER NEAR GILSUM, NH",43.03924586,-72.27008580,S,NAD83,00065
273,274,USGS,01158000,"ASHUELOT RIVER BELOW SURRY MT DAM, NEAR KEENE, NH",42.99480230,-72.31119719,S,NAD83,00065
274,275,USGS,01158110,"ASHUELOT RIVER ABOVE THE BRANCH, AT KEENE, NH",42.91924780,-72.27925200,S,NAD83,00065
275,276,USGS,01160350,"ASHUELOT RIVER AT WEST SWANZEY, NH",42.87147076,-72.32814150,S,NAD83,00065
276,277,USGS,01161000,"ASHUELOT RIVER AT HINSDALE, NH",42.78591586,-72.48619960,S,NAD83,00065
277,278,USGS,01161280,"CONNECTICUT RIVER NEAR NORTHFIELD, MA",42.68333330,-72.47194440,U,NAD83,00065
278,279,USGS,01162000,"MILLERS RIVER NEAR WINCHENDON, MA",42.68425270,-72.08341388,S,NAD83,00065
279,280,USGS,01162500,"PRIEST BROOK NEAR WINCHENDON, MA",42.68258590,-72.11508120,S,NAD83,00065
280,281,USGS,01163200,"OTTER RIVER AT OTTER RIVER, MA",42.58842124,-72.04091198,S,NAD83,00065
281,282,USGS,01166500,"MILLERS RIVER AT ERVING, MA",42.59758620,-72.43786449,S,NAD83,00065
282,283,USGS,01168250,"COLD RIVER AT FLORIDA, MA",42.66669444,-73.03016670,1,NAD83,00065
283,284,USGS,01168500,"DEERFIELD RIVER AT CHARLEMONT, MA",42.62600000,-72.85419440,1,NAD83,00065
284,285,USGS,01169000,"NORTH RIVER AT SHATTUCKVILLE, MA",42.63841775,-72.72509220,S,NAD83,00065
285,286,USGS,01169900,"SOUTH RIVER NEAR CONWAY, MA",42.54203030,-72.69370179,S,NAD83,00065
286,287,USGS,01170000,"DEERFIELD RIVER NEAR WEST DEERFIELD, MA",42.53591957,-72.65342328,S,NAD83,00065
287,288,USGS,01170100,"GREEN RIVER NEAR COLRAIN, MA",42.70341695,-72.67064738,S,NAD83,00065
288,289,USGS,01170500,"CONNECTICUT RIVER AT MONTAGUE CITY, MA",42.58022220,-72.57450000,1,NAD83,00065
289,290,USGS,01171000,"AVERY BROOK NR WHATELY, MA",42.44990946,-72.69354890,S,NAD83,00065
290,291,USGS,01171100,"WEST BROOK NR WHATELY, MA",42.41436610,-72.62875620,S,NAD83,00065
291,292,USGS,01171500,"MILL RIVER AT NORTHAMPTON, MA",42.31897839,-72.66509070,S,NAD83,00065
292,293,USGS,01172010,"CONNECTICUT R AT I-391 BRIDGE AT HOLYOKE, MA",42.19146944,-72.60931110,H,NAD83,00065
293,294,USGS,01172500,"WARE RIVER NEAR BARRE, MA",42.42509025,-72.02452120,S,NAD83,00065
294,295,USGS,01173000,"WARE RIVER AT INTAKE WORKS NEAR BARRE, MA",42.39120167,-72.06507740,S,NAD83,00065
295,296,USGS,01173500,"WARE RIVER AT GIBBS CROSSING, MA",42.23620380,-72.27258047,S,NAD83,00065
296,297,USGS,01174500,"EAST BRANCH SWIFT RIVER NEAR HARDWICK, MA",42.39342370,-72.23841480,S,NAD83,00065
297,298,USGS,01174565,"WEST BRANCH SWIFT RIVER NEAR SHUTESBURY, MA",42.45508906,-72.38175160,S,NAD83,00065
298,299,USGS,01175500,"SWIFT RIVER AT WEST WARE, MA",42.26786990,-72.33258240,S,NAD83,00065
299,300,USGS,01175670,"SEVENMILE RIVER NEAR SPENCER, MA",42.26481407,-72.00424180,S,NAD83,00065
300,301,USGS,01176000,"QUABOAG RIVER AT WEST BRIMFIELD, MA",42.18231566,-72.26369100,S,NAD83,00065
301,302,USGS,01177000,"CHICOPEE RIVER AT INDIAN ORCHARD, MA",42.16064906,-72.51397560,S,NAD83,00065
302,303,USGS,01179500,"WESTFIELD RIVER AT KNIGHTVILLE, MA",42.28786655,-72.86426360,S,NAD83,00065
303,304,USGS,01181000,"WEST BRANCH WESTFIELD RIVER AT HUNTINGTON, MA",42.23731169,-72.89565400,S,NAD83,00065
304,305,USGS,01183500,"WESTFIELD RIVER NEAR WESTFIELD, MA",42.10676020,-72.69898100,S,NAD83,00065
305,306,USGS,01184000,"CONNECTICUT RIVER AT THOMPSONVILLE, CT",41.98731860,-72.60536690,S,NAD83,00065
306,307,USGS,01184100,"STONY BROOK NEAR WEST SUFFIELD, CT",41.96083889,-72.71048610,H,NAD83,00065
307,308,USGS,01184490,"BROAD BROOK AT BROAD BROOK, CT",41.91389720,-72.54970000,H,NAD83,00065
308,309,USGS,01185500,"WEST BRANCH FARMINGTON RIVER NEAR NEW BOSTON, MA",42.07886110,-73.07288330,H,NAD83,00065
309,310,USGS,01186000,"WEST BRANCH FARMINGTON RIVER AT RIVERTON, CT",41.96287290,-73.01760600,U,NAD83,00065
310,311,USGS,01186500,"STILL RIVER AT ROBERTSVILLE, CT",41.96792220,-73.03344440,H,NAD83,00065
311,312,USGS,01187300,"HUBBARD RIVER NEAR WEST HARTLAND, CT",42.03750000,-72.93932778,H,NAD83,00065
312,313,USGS,01187800,"NEPAUG R NR NEPAUG, CT.",41.82065290,-72.97010410,U,NAD83,00065
313,314,USGS,01188000,"BUNNELL BROOK NEAR BURLINGTON, CT",41.78620900,-72.96482610,S,NAD83,00065
314,315,USGS,01188090,"FARMINGTON RIVER AT UNIONVILLE, CT",41.75554720,-72.88704170,H,NAD83,00065
315,316,USGS,01189000,"PEQUABUCK R AT FORESTVILLE, CT.",41.67315400,-72.90065738,S,NAD83,00065
316,317,USGS,01189995,"FARMINGTON RIVER AT TARIFFVILLE, CT",41.90828330,-72.75935278,H,NAD83,00065
317,318,USGS,01190070,"CONNECTICUT RIVER AT HARTFORD, CT",41.76909444,-72.66755000,H,NAD83,00065
318,319,USGS,01191000,"NORTH BRANCH PARK RIVER AT HARTFORD, CT",41.78443889,-72.70805560,H,NAD83,00065
319,320,USGS,01192500,"HOCKANUM RIVER NEAR EAST HARTFORD, CT",41.78315480,-72.58731140,S,NAD83,00065
320,321,USGS,01192883,"COGINCHAUG RIVER AT MIDDLEFIELD, CT",41.52023330,-72.70653060,H,NAD83,00065
321,322,USGS,01193050,"CONNECTICUT RIVER AT MIDDLE HADDAM, CT",41.54176560,-72.55314540,U,NAD83,00065
322,323,USGS,01193500,"SALMON RIVER NEAR EAST HAMPTON, CT",41.55232124,-72.44925287,U,NAD83,00065
323,324,USGS,01194000,"EIGHTMILE RIVER AT NORTH PLAIN, CT",41.44166944,-72.33267778,H,NAD83,00065
324,325,USGS,01194500,"EAST BRANCH EIGHTMILE RIVER NEAR NORTH LYME, CT",41.42751667,-72.33477778,H,NAD83,00065
325,326,USGS,01194750,"CONNECTICUT RIVER AT ESSEX, CT",41.35148330,-72.38436670,H,NAD83,00065
326,327,USGS,01194796,"CONNECTICUT RIVER AT OLD LYME, CT",41.31259830,-72.34591660,S,NAD83,00065
327,328,USGS,01195100,"INDIAN RIVER NEAR CLINTON, CT",41.30617220,-72.53103330,H,NAD83,00065
328,329,USGS,01195399,"FARM RIVER AT TOTOKET ROAD AT TOTOKET, CT",41.33355830,-72.81488610,S,NAD83,00065
329,330,USGS,01195490,"QUINNIPIAC RIVER AT SOUTHINGTON, CT",41.60347220,-72.88320000,H,NAD83,00065
330,331,USGS,01196210,"HONEYPOT BROOK AT CREAMERY ROAD AT CHESHIRE, CT",41.53231970,-72.88982417,U,NAD83,00065
331,332,USGS,01196500,"QUINNIPIAC RIVER AT WALLINGFORD, CT",41.45026389,-72.84127500,H,NAD83,00065
332,333,USGS,01196561,"MUDDY RIVER NEAR EAST WALLINGFORD, CT",41.43560830,-72.77949170,H,NAD83,00065
333,334,USGS,01196620,"MILL RIVER NEAR HAMDEN, CT",41.42041389,-72.90265830,H,NAD83,00065
334,335,USGS,01197000,"EAST BRANCH HOUSATONIC RIVER AT COLTSVILLE, MA",42.46958330,-73.19733330,1,NAD83,00065
335,336,USGS,01197145,"HOUSATONIC RIVER AT LENOXDALE, MA",42.34288889,-73.24516670,U,NAD83,00065
336,337,USGS,01197500,"HOUSATONIC RIVER NEAR GREAT BARRINGTON, MA",42.23191667,-73.35466670,1,NAD83,00065
337,338,USGS,01198000,"GREEN RIVER NEAR GREAT BARRINGTON, MA",42.19290830,-73.39123060,H,NAD83,00065
338,339,USGS,01198125,"HOUSATONIC RIVER NEAR ASHLEY FALLS, MA",42.07481380,-73.33344858,S,NAD83,00065
339,340,USGS,01199000,"HOUSATONIC RIVER AT FALLS VILLAGE, CT",41.95731548,-73.36928577,U,NAD83,00065
340,341,USGS,01199050,"SALMON CREEK AT LIME ROCK, CT",41.94231548,-73.39095320,U,NAD83,00065
341,342,USGS,01200000,"TENMILE RIVER NEAR GAYLORDSVILLE, CT",41.65876389,-73.52868330,H,NAD83,00065
342,343,USGS,01200500,"HOUSATONIC RIVER AT GAYLORDSVILLE, CT",41.65314960,-73.48984620,U,NAD83,00065
343,344,USGS,01201487,"STILL RIVER AT ROUTE 7 AT BROOKFIELD CENTER, CT",41.46582220,-73.40320278,H,NAD83,00065
344,345,USGS,01202501,"SHEPAUG RIVER AT PETERS DAM AT WOODVILLE, CT",41.71957500,-73.29260278,H,NAD83,00065
345,346,USGS,012035055,POOTATUCK RIVER AT BERKSHIRE,41.40654720,-73.27318330,H,NAD83,00065
346,347,USGS,01203510,"POOTATUCK RIVER AT SANDY HOOK, CT",41.41925000,-73.28210000,H,NAD83,00065
347,348,USGS,01203600,"NONEWAUG RIVER AT MINORTOWN, CT",41.57585000,-73.17846670,H,NAD83,00065
348,349,USGS,01203805,"WEEKEEPEEMEE RIVER AT HOTCHKISSVILLE, CT",41.55770830,-73.21535278,H,NAD83,00065
349,350,USGS,01204000,"POMPERAUG RIVER AT SOUTHBURY, CT",41.48193889,-73.22457220,H,NAD83,00065
350,351,USGS,01205500,"HOUSATONIC RIVER AT STEVENSON, CT",41.38380278,-73.16663889,H,NAD83,00065
351,352,USGS,01206900,"NAUGATUCK RIVER AT THOMASTON, CT",41.67370840,-73.06955270,U,NAD83,00065
352,353,USGS,01208171,"NAUGATUCK RIVER AT WATERBURY, CT",41.55704130,-73.05427449,S,NAD83,00065
353,354,USGS,01208500,"NAUGATUCK RIVER AT BEACON FALLS, CT",41.44230000,-73.06228330,H,NAD83,00065
354,355,USGS,01208873,"ROOSTER RIVER AT FAIRFIELD, CT",41.17981890,-73.21900219,S,NAD83,00065
355,356,USGS,01208925,"MILL RIVER NEAR FAIRFIELD, CT",41.16547500,-73.27000830,H,NAD83,00065
356,357,USGS,01208950,"SASCO BROOK NEAR SOUTHPORT, CT",41.15287436,-73.30594950,S,NAD83,00065
357,358,USGS,01208990,"SAUGATUCK RIVER NEAR REDDING, CT",41.29454000,-73.39512029,S,NAD83,00065
358,359,USGS,01209005,"SAUGATUCK R BELOW SAUGATUCK RES NR LYONS PLAIN, CT",41.24551389,-73.34923610,H,NAD83,00065
359,360,USGS,01209105,"ASPETUCK RIVER AT ASPETUCK, CT",41.22874167,-73.32411940,H,NAD83,00065
360,361,USGS,01209500,"SAUGATUCK RIVER NEAR WESTPORT, CT",41.17073056,-73.36481670,H,NAD83,00065
361,362,USGS,012095493,"RIDGEFIELD BROOK AT SHIELDS LANE NR RIDGEFIELD, CT",41.31408889,-73.49289440,H,NAD83,00065
362,363,USGS,01209700,"NORWALK RIVER AT SOUTH WILTON, CT",41.16376667,-73.41954440,H,NAD83,00065
363,364,USGS,01209761,"FIVEMILE RIVER NEAR NEW CANAAN, CT",41.17432220,-73.51107778,H,NAD83,00065
364,365,USGS,01209901,"RIPPOWAM RIVER AT STAMFORD, CT.",41.06611110,-73.54927220,H,NAD83,00065
365,366,USGS,01212500,"BYRAM RIVER AT PEMBERWICK, CT",41.02729720,-73.66175000,H,NAD83,00065
366,367,USGS,01302020,BRONX RIVER AT NY BOTANICAL GARDEN AT BRONX NY,40.86230556,-73.87438889,1,NAD83,00065
367,368,USGS,01303000,MILL NECK CREEK AT MILL NECK NY,40.88741667,-73.56319440,1,NAD83,00065
368,369,USGS,01303500,COLD SPRING BROOK AT COLD SPRING HARBOR NY,40.85716667,-73.46355560,1,NAD83,00065
369,370,USGS,01304500,PECONIC RIVER AT RIVERHEAD NY,40.91369444,-72.68694440,1,NAD83,00065
370,371,USGS,01305000,CARMANS RIVER AT YAPHANK NY,40.83016667,-72.90613889,1,NAD83,00065
371,372,USGS,01305500,SWAN RIVER AT EAST PATCHOGUE NY,40.76725000,-72.99383330,1,NAD83,00065
372,373,USGS,01306460,CONNETQUOT BK NR CENTRAL ISLIP NY,40.77227778,-73.15866670,1,NAD83,00065
373,374,USGS,01308000,SAMPAWAMS CREEK AT BABYLON NY,40.70436110,-73.31363889,1,NAD83,00065
374,375,USGS,01309500,MASSAPEQUA CREEK AT MASSAPEQUA NY,40.68900000,-73.45538889,1,NAD83,00065
375,376,USGS,01309950,BELLMORE CREEK NEAR BELLMORE NY,40.67866667,-73.51586110,1,NAD83,00065
376,377,USGS,01309990,BELLMORE CREEK TRIBUTARY AT BELLMORE NY,40.68011110,-73.51300000,1,NAD83,00065
377,378,USGS,01310500,EAST MEADOW BROOK AT FREEPORT NY,40.66563889,-73.57008330,1,NAD83,00065
378,379,USGS,01311500,VALLEY STREAM AT VALLEY STREAM NY,40.66380556,-73.70452778,1,NAD83,00065
379,380,USGS,01312000,HUDSON RIVER NEAR NEWCOMB NY,43.96602778,-74.13138889,1,NAD83,00065
380,381,USGS,01315000,INDIAN RIVER NEAR INDIAN LAKE NY,43.75650000,-74.26705560,1,NAD83,00065
381,382,USGS,01315227,VANDERWHACKER BROOK TRIB 2 NEAR BOREAS RIVER NY,43.94819444,-73.99011110,1,NAD83,00065
382,383,USGS,01315500,HUDSON RIVER AT NORTH CREEK NY,43.70083330,-73.98333330,S,NAD83,00065
383,384,USGS,01317000,SCHROON RIVER AT RIVERBANK NY,43.60952778,-73.73750000,1,NAD83,00065
384,385,USGS,01318500,HUDSON RIVER AT HADLEY NY,43.31888889,-73.84416670,S,NAD83,00065
385,386,USGS,01321000,SACANDAGA RIVER NEAR HOPE NY,43.35277778,-74.27027778,S,NAD83,00065
386,387,USGS,01325000,SACANDAGA RIVER AT STEWARTS BRIDGE NR HADLEY NY,43.31138889,-73.86722220,S,NAD83,00065
387,388,USGS,01327500,GLENS FALLS FEEDER AT DUNHAM BASIN NY,43.30425000,-73.54650000,1,NAD83,00065
388,389,USGS,01327750,HUDSON RIVER AT FORT EDWARD NY,43.26938889,-73.59583330,1,NAD83,00065
389,390,USGS,01328770,HUDSON RIVER AT THOMSON NY,43.12538889,-73.58491670,1,NAD83,00065
390,391,USGS,01329490,BATTEN KILL BELOW MILL AT BATTENVILLE NY,43.10866667,-73.42241670,1,NAD83,00065
391,392,USGS,01330000,GLOWEGEE CREEK AT WEST MILTON NY,43.03080556,-73.92758330,1,NAD83,00065
392,393,USGS,01331500,"HOOSIC RIVER AT ADAMS, MA",42.61119407,-73.12399180,S,NAD83,00065
393,394,USGS,01332500,"HOOSIC RIVER NEAR WILLIAMSTOWN, MA",42.70035897,-73.15899400,S,NAD83,00065
394,395,USGS,01333000,"GREEN RIVER AT WILLIAMSTOWN, MA",42.70896950,-73.19677290,S,NAD83,00065
395,396,USGS,01334000,"WALLOOMSAC RIVER NEAR NORTH BENNINGTON, VT",42.91285604,-73.25649810,S,NAD83,00065
396,397,USGS,01334500,HOOSIC RIVER NEAR EAGLE BRIDGE NY,42.93858330,-73.37694440,1,NAD83,00065
397,398,USGS,01335754,HUDSON RIVER ABOVE LOCK 1 NEAR WATERFORD NY,42.82916667,-73.66611110,S,NAD83,00065
398,399,USGS,01335755,HUDSON RIVER AT LOCK 1 NEAR WATERFORD NY,42.82396640,-73.66206220,S,NAD83,00065
399,400,USGS,01336000,MOHAWK RIVER BELOW DELTA DAM NEAR ROME NY,43.26444444,-75.43638889,S,NAD83,00065
400,401,USGS,01337005,NINEMILE CREEK NEAR STITTVILLE NY,43.20786110,-75.30572220,1,NAD83,00065
401,402,USGS,01338000,ORISKANY CREEK NEAR ORISKANY NY,43.14277778,-75.33780560,1,NAD83,00065
402,403,USGS,01339060,SAUQUOIT CREEK AT WHITESBORO NY,43.11144444,-75.29400000,1,NAD83,00065
403,404,USGS,01342602,MOHAWK RIVER NEAR UTICA NY,43.09369444,-75.15791670,1,NAD83,00065
404,405,USGS,01342682,MOYER CREEK NEAR FRANKFORT NY,43.02694444,-75.10430560,1,NAD83,00065
405,406,USGS,01342730,STEELE CREEK AT ILION NY,43.00658330,-75.04166670,1,NAD83,00065
406,407,USGS,01342743,FULMER CREEK NEAR MOHAWK NY,42.98522220,-74.99044440,1,NAD83,00065
407,408,USGS,01343060,WEST CANADA CREEK NEAR WILMURT NY,43.36611110,-74.95777778,S,NAD83,00065
408,409,USGS,01343403,BLACK CREEK NEAR GRAY NY,43.28277778,-74.95919440,1,NAD83,00065
409,410,USGS,01344795,CINCINNATI CREEK AT BARNEVELD NY,43.27038889,-75.18425000,1,NAD83,00065
410,411,USGS,01346000,WEST CANADA CREEK AT KAST BRIDGE NY,43.06888889,-74.98833330,S,NAD83,00065
411,412,USGS,01347000,MOHAWK RIVER NEAR LITTLE FALLS NY,43.01472220,-74.77944440,S,NAD83,00065
412,413,USGS,01348000,EAST CANADA CREEK AT EAST CREEK NY,43.01666667,-74.74083330,S,NAD83,00065
413,414,USGS,01349000,OTSQUAGO CREEK AT FORT PLAIN NY,42.92925000,-74.63288889,1,NAD83,00065
414,415,USGS,01349150,CANAJOHARIE CREEK NEAR CANAJOHARIE NY,42.87627778,-74.60286110,1,NAD83,00065
415,416,USGS,01349527,MOHAWK R ABOVE STATE HIGHWAY 30A AT FONDA NY,42.95044444,-74.37100000,1,NAD83,00065
416,417,USGS,01349700,EAST KILL NEAR JEWETT CENTER NY,42.24916667,-74.30277778,S,NAD83,00065
417,418,USGS,01349705,SCHOHARIE CREEK NEAR LEXINGTON NY,42.23694444,-74.34027778,S,NAD83,00065
418,419,USGS,01349711,WEST KILL BELOW HUNTER BROOK NEAR SPRUCETON NY,42.18505556,-74.27711110,1,NAD83,00065
419,420,USGS,01349810,WEST KILL NEAR WEST KILL NY,42.23027778,-74.39305560,S,NAD83,00065
420,421,USGS,01349950,BATAVIA KILL AT RED FALLS NEAR PRATTSVILLE NY,42.30833330,-74.39000000,S,NAD83,00065
421,422,USGS,01350000,SCHOHARIE CREEK AT PRATTSVILLE NY,42.31944444,-74.43666670,S,NAD83,00065
422,423,USGS,01350035,BEAR KILL NEAR PRATTSVILLE NY,42.33805556,-74.45166670,S,NAD83,00065
423,424,USGS,01350080,MANOR KILL AT WEST CONESVILLE NEAR GILBOA NY,42.37694444,-74.41305560,S,NAD83,00065
424,425,USGS,01350101,SCHOHARIE CREEK AT GILBOA NY,42.39722220,-74.45055560,1,NAD83,00065
425,426,USGS,01350120,PLATTER KILL AT GILBOA NY,42.40611110,-74.44722220,S,NAD83,00065
426,427,USGS,01350140,MINE KILL NEAR NORTH BLENHEIM NY,42.42888889,-74.47305560,S,NAD83,00065
427,428,USGS,01350180,SCHOHARIE CREEK AT NORTH BLENHEIM NY,42.46583330,-74.46222220,S,NAD83,00065
428,429,USGS,01350212,SCHOHARIE CREEK NEAR NORTH BLENHEIM NY,42.47263889,-74.44113889,1,NAD83,00065
429,430,USGS,01350355,SCHOHARIE CREEK AT BREAKABEEN NY,42.53763889,-74.41025000,1,NAD83,00065
430,431,USGS,01350480,LITTLE SCHOHARIE CREEK NEAR MIDDLEBURGH NY,42.58127778,-74.31744440,1,NAD83,00065
431,432,USGS,01350500,SCHOHARIE CREEK AT MIDDLEBURGH NY,42.59944444,-74.33611110,S,NAD83,00065
432,433,USGS,01350750,SCHOHARIE CREEK AT SCHOHARIE NY,42.66544444,-74.32600000,1,NAD83,00065
433,434,USGS,01351200,FOX CREEK NEAR SCHOHARIE NY,42.67305556,-74.25388889,S,NAD83,00065
434,435,USGS,01351298,COBLESKILL CREEK AT S GRAND ST AT COBLESKILL NY,42.67255556,-74.48191670,1,NAD83,00065
435,436,USGS,01351450,SCHOHARIE CREEK AT ESPERANCE NY,42.76058330,-74.25477778,1,NAD83,00065
436,437,USGS,01351500,SCHOHARIE CREEK AT BURTONSVILLE NY,42.80002778,-74.26277778,1,NAD83,00065
437,438,USGS,01354083,MOHAWK RIVER AT AMSTERDAM NY,42.93400000,-74.19186110,1,NAD83,00065
438,439,USGS,01354230,MOHAWK RIVER AT LOCK 9 AT ROTTERDAM JUNCTION NY,42.87827778,-74.04075000,1,NAD83,00065
439,440,USGS,01354330,MOHAWK RIVER AT LOCK 8 NEAR SCHENECTADY NY,42.82815830,-73.99037220,H,NAD83,00065
440,441,USGS,01354500,MOHAWK RIVER AT FREEMAN'S BRIDGE AT SCHENECTADY NY,42.83052778,-73.93075000,1,NAD83,00065
441,442,USGS,01355475,MOHAWK RIVER AT REXFORD NY,42.85111110,-73.88725000,1,NAD83,00065
442,443,USGS,01356000,MOHAWK RIVER AT VISCHER FERRY DAM NY,42.80419444,-73.84766670,1,NAD83,00065
443,444,USGS,01357500,MOHAWK RIVER AT COHOES NY,42.78538889,-73.70777778,1,NAD83,00065
444,445,USGS,01358000,HUDSON RIVER AT GREEN ISLAND NY,42.75222220,-73.68888889,S,NAD83,00065
445,446,USGS,01359135,PATROON CREEK AT ALBANY NY,42.66344444,-73.74486110,1,NAD83,00065
446,447,USGS,01359525,NORMANS KILL AT KARLSFELD NY,42.64791667,-73.84600000,1,NAD83,00065
447,448,USGS,01359528,NORMANS KILL AT ALBANY NY,42.63363889,-73.80427778,1,NAD83,00065
448,449,USGS,01360640,VALATIE KILL NEAR NASSAU NY,42.55236110,-73.59058330,1,NAD83,00065
